id,species,accepted_name,gbif_taxon_key,family,order,common_name,growth_form,landscape_category,leaf_phenology,native_region,native_koppen,lai_mean,lai_min,lai_max,lai_sd,lai_n,lai_method,lai_context,lai_measurement_koppen,pft,tier,tier_source,urban_context,sources,notes,entry_date,data_version,ai_assisted,ai_model
33243,Swietenia tessmannii,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",6.75,2.1,10.4,5.162,2,genus-mean,inferred,,TrBE,3,Genus_Mean,UNKNOWN,Genus mean derived from 2 measured species in ORNL DAAC (Scurlock et al. 2001) and/or TRY Database (Kattge et al. 2020). See Tier 1/2 records for genus Swietenia.,"LAI inferred from genus mean of 2 measured congener(s). Mean=6.75, Min=2.1, Max=10.4. Apply with caution; species-level variation may be substantial.",2026-05-25,1.1.0,False,
33244,Swietenia toon,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",6.75,2.1,10.4,5.162,2,genus-mean,inferred,,TrBE,3,Genus_Mean,UNKNOWN,Genus mean derived from 2 measured species in ORNL DAAC (Scurlock et al. 2001) and/or TRY Database (Kattge et al. 2020). See Tier 1/2 records for genus Swietenia.,"LAI inferred from genus mean of 2 measured congener(s). Mean=6.75, Min=2.1, Max=10.4. Apply with caution; species-level variation may be substantial.",2026-05-25,1.1.0,False,
33245,Swietenia trilocularis,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",6.75,2.1,10.4,5.162,2,genus-mean,inferred,,TrBE,3,Genus_Mean,UNKNOWN,Genus mean derived from 2 measured species in ORNL DAAC (Scurlock et al. 2001) and/or TRY Database (Kattge et al. 2020). See Tier 1/2 records for genus Swietenia.,"LAI inferred from genus mean of 2 measured congener(s). Mean=6.75, Min=2.1, Max=10.4. Apply with caution; species-level variation may be substantial.",2026-05-25,1.1.0,False,
33246,Swietenia velutina,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",6.75,2.1,10.4,5.162,2,genus-mean,inferred,,TrBE,3,Genus_Mean,UNKNOWN,Genus mean derived from 2 measured species in ORNL DAAC (Scurlock et al. 2001) and/or TRY Database (Kattge et al. 2020). See Tier 1/2 records for genus Swietenia.,"LAI inferred from genus mean of 2 measured congener(s). Mean=6.75, Min=2.1, Max=10.4. Apply with caution; species-level variation may be substantial.",2026-05-25,1.1.0,False,
33247,Swietenia villosa,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",6.75,2.1,10.4,5.162,2,genus-mean,inferred,,TrBE,3,Genus_Mean,UNKNOWN,Genus mean derived from 2 measured species in ORNL DAAC (Scurlock et al. 2001) and/or TRY Database (Kattge et al. 2020). See Tier 1/2 records for genus Swietenia.,"LAI inferred from genus mean of 2 measured congener(s). Mean=6.75, Min=2.1, Max=10.4. Apply with caution; species-level variation may be substantial.",2026-05-25,1.1.0,False,
33248,Syzygium acre,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33249,Syzygium acuminatissimum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33250,Syzygium adelphicum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33251,Syzygium aemulum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33252,Syzygium alatoramulum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33253,Syzygium alatum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33254,Syzygium album,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33255,Syzygium alliiligneum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33256,Syzygium alubo,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33257,Syzygium amphoraecarpus,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33258,Syzygium amplifolium,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33259,Syzygium amplum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33260,Syzygium ampullarium,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33261,Syzygium angophoroides,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33262,Syzygium anisatum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33263,Syzygium antisepticum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33264,Syzygium apodophyllum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33265,Syzygium aqueum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33266,Syzygium arboreum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33267,Syzygium argyropedicum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33268,Syzygium armstrongii,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33269,Syzygium aromaticum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33270,Syzygium auriculatum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33271,Syzygium australe,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33272,Syzygium austroyunnanense,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33273,Syzygium baladense,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33274,Syzygium balsameum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33275,Syzygium bankense,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33276,Syzygium banksii,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33277,Syzygium barringtonioides,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33278,Syzygium batadamba,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33279,Syzygium benthamianum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33280,Syzygium boerlagei,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33281,Syzygium boonjee,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33282,Syzygium branderhorstii,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33283,Syzygium bungadinnia,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33284,Syzygium buxifolium,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33285,Syzygium campanulatum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33286,Syzygium canicortex,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33287,Syzygium caryophyllatum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33288,Syzygium cathayense,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33289,Syzygium cerasiforme,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33290,Syzygium championii,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33291,Syzygium chanlos,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33292,Syzygium chavaran,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33293,Syzygium chloranthum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33294,Syzygium chrysanthum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33295,Syzygium cinereum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33296,Syzygium cladopterum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33297,Syzygium claviflorum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33298,Syzygium cleistocalyx,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33299,Syzygium cleyerifolium,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33300,Syzygium commersonii,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33301,Syzygium concinnum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33302,Syzygium confertum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
