id,species,common_name,mean_lai,median_lai,min_lai,max_lai,measurement_count,sources,tropical,category,canopy_form,height_mature_m,canopy_radius_mature_m,trunk_height_m,height_typical_m,canopy_radius_typical_m,min_substrate_mm,wikipedia_height_m,size_source
674,"Alnus, Betual exilis, Salix alaxensis, Salix pulchra",,1.416,1.48,0.37,2.9,18,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
675,"Eucalyptus globulus, Eucalyptus radiata",,1.39,1.39,1.39,1.39,2,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
676,"Shrub; Deciduous (70-100%), evergreen(0-30%)",,1.327,1.52,0.58,1.88,6,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
677,"Eucalyptus radiata, Eucalyptus mannifera",,1.32,1.32,1.32,1.32,2,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
678,"Ledum groenlandicum, Chamaedaphne calyculata, Kalmia augustifolium, Vaccinium myrtilloides",,1.3,1.3,1.3,1.3,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
679,"Eucalyptus creba, Eucalyptus drepanophylla",,1.3,1.3,1.3,1.3,2,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
680,"Eucalyptus pauciflora, Eucalyptus dalrympleana",,1.285,1.285,1.17,1.4,4,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
681,"Eucalyptus umbonata, E. tetrodonta",,1.25,1.25,1.25,1.25,2,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
682,"Acacia koa, Fraxinus udhei",,1.24,1.33,0.68,1.71,6,"ORNL, TRY",TRUE,Multi-Species,spreading,12,7,2,7.8,4.5,1000,,category default
683,"Eucalyptus delegatensis, Eucalyptus dalrympleana",,1.228,1.2,0.73,1.72,10,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
684,"Evergreen and deciduous shrub, Graminoids",,1.2,1.2,1.2,1.2,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
685,"Eucalyptus baxteri, E. faciculosa, E. leucoxylon",,1.07,1.07,1.07,1.07,2,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
686,"Sphagnum mosses, Epriophorum vaginatum, Betual nana",,1.04,1.04,1.04,1.04,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
687,"Eucalyptus rossii, E. maculata",,1.025,1.025,0.81,1.24,4,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
688,"Chamaedaphne calyculata, Ledum groenlandicum, Kalmia angustifolia, Kalmia polifolia, Andromeda glaucophylla",,1.015,1.015,0.82,1.21,4,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
689,"Acacia mellifera,Terminalia sericea, Boscia albitrunca",,1,1,1,1,2,"ORNL, TRY",TRUE,Multi-Species,spreading,12,7,2,7.8,4.5,1000,,category default
690,"Carnegiea gigantea, Cercidium microphyllum, Fouquieria splendens",,0.94,0.94,0.94,0.94,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
691,"Picea mariana, Larix laricina",,0.892,0.905,0.42,1.29,12,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
692,"Eucalyptus macrorhyncha, Eucalyptus albens",,0.875,0.875,0.83,0.92,4,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
693,"Colophospermum mopane, Terminalia sericea",,0.87,0.87,0.87,0.87,2,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
694,"Eucalyptus leucoxylon, E. occidentalis",,0.8,0.8,0.8,0.8,2,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
695,"Eucalyptus tetrodonta, Eucalyptus miniata",,0.789,0.8,0.4,1.1,36,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
696,"Acacia leuderitzii, Acacia mellifera, Grewia flava",,0.71,0.71,0.71,0.71,2,"ORNL, TRY",TRUE,Multi-Species,spreading,12,7,2,7.8,4.5,1000,,category default
697,"Ledum palustre, Empetrum nigrum, Sphagnuim spp.",,0.7,0.7,0.7,0.7,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
698,"Cercidium microphyllum, Franseria deltoidea, Fouquieria splendens",,0.59,0.59,0.59,0.59,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
699,"Heath; deciduous(35-60%), evergreen(30-60%)",,0.53,0.65,0.11,0.83,6,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
700,"Vaccinium uliginosum, evergreen shrub",,0.52,0.52,0.52,0.52,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
701,"Eucalyptus terminalis, E. capricornia",,0.25,0.25,0.25,0.25,2,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
702,"Dryas integrifolia, Salix arctica",,0.23,0.23,0.23,0.23,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
703,"Evergreen shrub (L. palustre, V vitis-ideaea, E. nigrum, L. procumbens)",,0.18,0.18,0.18,0.18,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
704,"Pinus, Betula",,0.17,0.17,0.17,0.17,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
705,"Deschampsia flexuosa, Leiophyllum lyoni",,0.08,0.08,0.08,0.08,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
706,Dipterocarp,,10.2,10.2,10.2,10.2,2,"ORNL, TRY",TRUE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
707,Acacia mollissima,,9.9,9.9,9.9,9.9,2,"ORNL, TRY",TRUE,REVIEW,spreading,12,7,2,7.8,4.5,1000,,category default
708,Puseudotsuga menziesii,,8.601,8.42,6.41,11.06,24,"ORNL, TRY",FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
709,Acacia dealbata,,6.5,6.5,6.5,6.5,2,"ORNL, TRY",TRUE,REVIEW,spreading,12,7,2,7.8,4.5,1000,,category default
710,Geum urbanum,,6.313,6.37,5.13,8.75,21,TRY,FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
711,Camellia japonica,,5.48,5.625,3.7,6.8,16,"ORNL, TRY",FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
712,Aextoxicon punctatum,,4.05,4.05,3.5,4.6,2,TRY,FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
713,Luma apiculata,,4,4,4,4,1,TRY,FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
714,Tepualia stipularis,,4,4,4,4,1,TRY,FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
715,Amomyrtus meli,,3.6,3.6,3.6,3.6,1,TRY,FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
716,Drimys winteri,,3.3,3.3,3,3.6,2,TRY,FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
717,Acacia mangium,,3,3,3,3,2,"ORNL, TRY",TRUE,REVIEW,spreading,12,7,2,7.8,4.5,1000,,category default
718,Myrceugenia spp,,2.85,2.85,2.3,3.4,2,TRY,FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
719,Nephelium ramboutan-ake,,2.82,2.82,2.82,2.82,1,TRY,FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
720,Acacia koa,,2.661,2.355,1.17,5.34,28,"ORNL, TRY",TRUE,REVIEW,spreading,12,7,2,7.8,4.5,1000,,category default
721,Acacia melanoxylon,,2.5,2.5,2.5,2.5,2,"ORNL, TRY",TRUE,REVIEW,spreading,12,7,2,7.8,4.5,1000,,category default
722,Laureliopsis philippiana,,2.45,2.45,1.6,3.3,2,TRY,FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
723,Inga oerstediana etc.,,2.4,2.4,2.4,2.4,2,"ORNL, TRY",FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
724,Myrcia fallax etc.,,2.3,2.3,2.3,2.3,2,"ORNL, TRY",FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
725,Hedyosmum racemosum etc.,,2.1,2.1,2.1,2.1,2,"ORNL, TRY",FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
726,Euxylophora paraensis,,2.1,2.1,2.1,2.1,2,"ORNL, TRY",FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
727,Eriotheca pubescens,,1.749,1.79,0.74,2.8,22,TRY,FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
728,Byrsonima verbascifolia,,1.48,1.48,0.74,2.38,20,TRY,FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
729,Caryocar brasiliense,,1.475,1.415,0.88,2.35,20,TRY,FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
730,Salacia crassifolia,,1.457,1.57,0.56,2.26,20,TRY,FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
731,Stryphnodendron adstringens,,1.436,1.51,0.54,2.43,22,TRY,FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
732,Cercocarpus breviflorus,,1.4,1.4,1.4,1.4,2,"ORNL, TRY",FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
733,Byrsonima coccolobifolia,,1.384,1.365,0.36,2.56,22,TRY,FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
734,Acacia mearnsii,,1.35,1.35,1.35,1.35,2,"ORNL, TRY",TRUE,REVIEW,spreading,12,7,2,7.8,4.5,1000,,category default
735,Pentace laxifolia,,1.34,1.34,1.34,1.34,1,TRY,FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
736,Roupala montana,,1.251,1.075,0.5,2.72,20,TRY,FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
737,Artemesia tridentata,,1.25,1.25,1.25,1.25,2,"ORNL, TRY",FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
738,Styrax ferrugineus,,1.25,1.235,0.89,1.7,20,TRY,FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
739,Madhuca mindanaensis,,1.22,1.22,1.22,1.22,1,TRY,FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
740,Ouratea hexasperma,,1.203,1.145,0.24,2.25,22,TRY,FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
741,Juniperus occidentalis,,1.2,1.2,0.4,2,4,"ORNL, TRY",FALSE,REVIEW,conical,20,4,3,13,2.6,1000,,category default
742,Mallotus griffithianum,,1.2,1.2,1.2,1.2,1,TRY,FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
743,Ryparosa hulletii,,1.18,1.18,1.18,1.18,1,TRY,FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
744,Plenckia populnea,,1.132,1.31,0.37,1.74,20,TRY,FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
745,Nephelium daedaleum,,1.11,1.11,1.11,1.11,1,TRY,FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
746,Scaevola plumieri,,1.05,1.05,1.05,1.05,2,"ORNL, TRY",FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
747,Pentace borneensis,,1.01,1.01,1.01,1.01,1,TRY,FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
748,Madhuca pallida,,1,1,1,1,1,TRY,FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
749,Mallotus caudatus,,0.94,0.94,0.94,0.94,1,TRY,FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
750,Kielmeyera coriacea,,0.936,1.015,0.36,1.36,22,TRY,FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
751,Ryparosa hirsuta,,0.88,0.88,0.88,0.88,1,TRY,FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
752,Iva frutescens,,0.84,0.84,0.84,0.84,2,"ORNL, TRY",FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
753,Guiera senegalensis,,0.82,0.82,0.82,0.82,2,"ORNL, TRY",FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
754,Teijsmanniodendron holophyllum,,0.81,0.81,0.81,0.81,1,TRY,FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
755,Acacia aneura,,0.791,0.58,0.13,2.13,38,"ORNL, TRY",TRUE,REVIEW,spreading,12,7,2,7.8,4.5,1000,,category default
756,Teijsmanniodendron pteropodum,,0.73,0.73,0.73,0.73,1,TRY,FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
757,Cordia africana,,0.61,0.61,0.61,0.61,2,"ORNL, TRY",FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
758,Other Acacia,,0.553,0.51,0.18,1.04,12,"ORNL, TRY",TRUE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
759,Acacia,,0.38,0.3,0.1,1,10,"ORNL, TRY",TRUE,REVIEW,spreading,12,7,2,7.8,4.5,1000,,category default
760,Colophospermum mopane,,0.26,0.26,0.26,0.26,2,"ORNL, TRY",FALSE,REVIEW,round,15,5,2,9.8,3.2,1000,,category default
